Compound,Pose,CNNscore,CNNaffinity,CNN_VS
DB06933,Pose_1,0.659512937,6.35050631,4.188241067945133
DB15385,Pose_5,0.721128643,5.80736351,4.187856167374017
DB01232,Pose_1,0.623322368,6.71840715,4.187733453926131
DB01262,Pose_7,0.813242912,5.14934206,4.187665931758479
DB12360,Pose_1,0.87197274,4.80229187,4.187467600163624
DB01540,Pose_1,0.725901902,5.76784134,4.1868869991402295
DB07163,Pose_1,0.762029946,5.49404764,4.186628826430627
DB00467,Pose_1,0.908859611,4.60623693,4.186422704373634
DB15401,Pose_1,0.600826979,6.9670167,4.18597159650355
DB07498,Pose_1,0.810452104,5.16497469,4.185964604617248
DB04271,Pose_4,0.896742344,4.66781378,4.185826270432701
DB16164,Pose_1,0.741779387,5.6425724,4.185543895975119
DB07551,Pose_1,0.828126073,5.05422544,4.185535865683897
DB07552,Pose_1,0.828126073,5.05422544,4.185535865683897
DB11830,Pose_1,0.663989186,6.30335617,4.185360332386377
DB00251,Pose_1,0.660298407,6.33836985,4.185215514931829
DB13042,Pose_1,0.696118474,6.01211786,4.185146310211346
DB06855,Pose_2,0.698104143,5.99478912,4.184987121083324
DB12782,Pose_1,0.663477361,6.3065629,4.184261709872507
DB17738,Pose_1,0.917560458,4.55920219,4.183343649571003
DB08206,Pose_1,0.757684827,5.52080584,4.18303081778099
DB11917,Pose_1,0.661710858,6.3209548,4.1826444240872185
DB06585,Pose_1,0.805719256,5.19055986,4.182134028622664
DB08522,Pose_1,0.77869916,5.37058306,4.18206851753223
DB08934,Pose_1,0.685703158,6.09891367,4.18204436388837
DB09226,Pose_1,0.68634671,6.09283447,4.181796893059094
DB00897,Pose_1,0.639040768,6.5420804,4.180656083133747
DB00247,Pose_1,0.738459766,5.66097069,4.180399091070258
DB04200,Pose_1,0.726493478,5.75401449,4.180253999302496
DB00799,Pose_1,0.712871611,5.86359978,4.179993821427845
DB08761,Pose_1,0.761094332,5.49158478,4.179614049755467
DB02905,Pose_2,0.811047792,5.15207529,4.178579288172259
DB11903,Pose_2,0.626994491,6.66438293,4.178531383024439
DB01535,Pose_1,0.746477306,5.59713984,4.17813786906847
DB15360,Pose_1,0.746477306,5.59713984,4.17813786906847
DB11454,Pose_1,0.710869551,5.8773551,4.1780327810045605
DB07790,Pose_1,0.737235427,5.66704035,4.177942912258479
DB00956,Pose_1,0.76467526,5.46362257,4.177897009256618
DB01967,Pose_1,0.772505701,5.40812826,4.17780991258921
DB01452,Pose_1,0.783350825,5.33324575,4.177802458190244
DB16631,Pose_1,0.874369025,4.77807045,4.177796800747812
DB06694,Pose_2,0.824529409,5.06687164,4.17778467880806
DB05169,Pose_1,0.649731278,6.42909622,4.177184903405569
DB07574,Pose_2,0.77665931,5.37809515,4.176947668313346
DB02607,Pose_1,0.810957313,5.15057421,4.176895821748698
DB12466,Pose_2,0.909328818,4.59329176,4.176812566849939
DB07493,Pose_1,0.774497271,5.39288664,4.17677598549236
DB02113,Pose_3,0.910153568,4.58873224,4.176451020832632
DB02532,Pose_1,0.829322636,5.03590441,4.176389519945224
DB01131,Pose_3,0.828265786,5.04198694,4.176105275860835
DB07393,Pose_5,0.654737115,6.37794256,4.175875711370114
DB07712,Pose_1,0.853555858,4.8923111,4.1758607985634235
DB13430,Pose_1,0.75385654,5.53914785,4.175722832749439
DB07612,Pose_1,0.692369938,6.03105688,4.175722478080074
DB12478,Pose_1,0.835098088,4.99994802,4.175447031601386
DB08435,Pose_1,0.732361019,5.70103788,4.1752179111544
DB06166,Pose_1,0.70003885,5.96271706,4.174133593557781
DB16165,Pose_1,0.717466354,5.81778288,4.17406347127722
DB13938,Pose_1,0.851376832,4.90262413,4.173980600286157
DB03585,Pose_1,0.808124721,5.16452217,4.173578037729564
DB00159,Pose_3,0.765978575,5.44808912,4.173119540610604
DB07133,Pose_1,0.759202957,5.49632883,4.17282910038035
DB14198,Pose_1,0.878060162,4.75225496,4.172765760042904
DB14810,Pose_1,0.637904406,6.54124451,4.1726886936523115
DB15215,Pose_1,0.665559292,6.26937914,4.172643541697969
DB00501,Pose_3,0.835426271,4.99450111,4.172537437832661
DB00779,Pose_1,0.922302544,4.52374411,4.172260701058016
DB05404,Pose_2,0.930187821,4.48483419,4.1717381427424
DB11920,Pose_2,0.930187821,4.48483419,4.1717381427424
DB07766,Pose_1,0.661509633,6.30623674,4.171636351488516
DB07943,Pose_1,0.673619151,6.19236326,4.171294481884792
DB06892,Pose_1,0.636083007,6.55728388,4.170976848143027
DB00281,Pose_1,0.936392307,4.45409918,4.170784206767008
DB00656,Pose_1,0.802941144,5.19366026,4.170203510711738
DB06374,Pose_1,0.658065677,6.33693075,4.170116624100867
DB04357,Pose_1,0.749488533,5.56320953,4.1695617494113195
DB14850,Pose_1,0.568122983,7.33804846,4.168913980493756
DB01415,Pose_1,0.820831776,5.07872963,4.1687826620167225
DB04101,Pose_1,0.804287553,5.18302917,4.168645848266921
DB18897,Pose_2,0.712434232,5.85115099,4.1685602618766895
DB05271,Pose_1,0.780333817,5.34119177,4.167912561213086
DB07051,Pose_1,0.901519299,4.62269592,4.16744958528856
DB07392,Pose_1,0.872929633,4.77409315,4.167447381337314
DB13332,Pose_1,0.895965695,4.65128088,4.167388106289412
DB16272,Pose_1,0.681303442,6.11552191,4.166526126909415
DB14669,Pose_1,0.697564304,5.97275352,4.166379652142351
DB00613,Pose_1,0.714228868,5.83307409,4.16614990426083
DB04407,Pose_1,0.765561163,5.44194746,4.166143626462496
DB17171,Pose_1,0.572880626,7.27121305,4.165537083863369
DB11749,Pose_1,0.828247905,5.02875566,4.165056340151892
DB01058,Pose_1,0.828247905,5.02875566,4.165056340151892
DB08004,Pose_1,0.764697373,5.44660044,4.165001048248644
DB00292,Pose_1,0.917819023,4.53752089,4.16462299010189
DB08328,Pose_2,0.869803607,4.78782797,4.164470038001488
DB16516,Pose_1,0.679050148,6.13278341,4.164467482212444
DB15122,Pose_3,0.875301421,4.75766993,4.16439525037797
DB12406,Pose_3,0.875301421,4.75766993,4.16439525037797
DB16112,Pose_1,0.759709418,5.48152399,4.164365400195938
DB11694,Pose_1,0.630037189,6.6094327,4.164188399192681
DB00146,Pose_1,0.653307498,6.37277937,4.163384545520716
DB19006,Pose_1,0.59804821,6.96151161,4.1633195572547175
DB12680,Pose_1,0.77677685,5.35933638,4.163008431346803
DB13316,Pose_1,0.850148082,4.896348,4.162620861004536
DB01322,Pose_1,0.850036263,4.89690638,4.162547999516058
DB15138,Pose_1,0.626277506,6.64623117,4.162385081447062
DB08618,Pose_1,0.888270557,4.6852622,4.161780464085046
DB05228,Pose_1,0.594785452,6.99695206,4.161685293629431
DB04104,Pose_2,0.916832328,4.53872538,4.161250156298085
DB08068,Pose_1,0.679037452,6.12763834,4.1608959251711095
DB08639,Pose_4,0.7014395,5.93182993,4.160819820184235
DB01148,Pose_1,0.751571536,5.53589678,4.160622446082054
DB08345,Pose_2,0.681718886,6.10289764,4.1604605805128285
DB15161,Pose_2,0.864872158,4.81038523,4.160368254681425
DB12721,Pose_1,0.669959307,6.20914078,4.159871654034239
DB09239,Pose_1,0.593708634,7.00573921,4.159367856529339
DB14068,Pose_1,0.593708634,7.00573921,4.159367856529339
DB06991,Pose_3,0.67337966,6.17652273,4.159144775909672
DB12251,Pose_1,0.821534514,5.062603,4.159103095179942
DB17060,Pose_2,0.745417953,5.57927847,4.158894336324372
DB14770,Pose_1,0.663778484,6.26351309,4.1575852233943555
DB12417,Pose_1,0.743867397,5.58849192,4.157096937685933
DB00624,Pose_1,0.705392897,5.89274454,4.156700142351532
DB07768,Pose_1,0.705392897,5.89274454,4.156700142351532
DB01553,Pose_1,0.753256559,5.51826525,4.156669493864275
DB17770,Pose_1,0.598178625,6.94816732,4.156245173747535
DB18716,Pose_1,0.885689914,4.69219923,4.155833532489566
DB15109,Pose_1,0.669741154,6.20504618,4.155774789216492
DB13762,Pose_2,0.736559689,5.64208794,4.15573453839705
DB01129,Pose_2,0.736559689,5.64208794,4.15573453839705
DB02425,Pose_2,0.772869706,5.37680817,4.155572149566298
DB08606,Pose_1,0.839286387,4.95083952,4.1551722133576146
DB16844,Pose_1,0.645412743,6.43752337,4.154859616358304
DB03312,Pose_1,0.798674941,5.20121145,4.154077247957274
DB08670,Pose_1,0.722932696,5.74605131,4.154008364892632
DB18490,Pose_1,0.707916975,5.86769724,4.153842480356649
DB08582,Pose_1,0.728737712,5.69982672,4.153678682729264
DB06213,Pose_1,0.750969052,5.53075218,4.153423721461533
DB07205,Pose_1,0.777959943,5.33873224,4.153319829122663
DB07671,Pose_1,0.784853339,5.29173136,4.153233026987011
DB08356,Pose_1,0.713258326,5.82196093,4.152562106969204
DB06258,Pose_4,0.765598536,5.42344141,4.152178803577776
DB16015,Pose_1,0.686355948,6.04950285,4.1521122635404515
DB08378,Pose_8,0.797308326,5.20727539,4.151804024221898
DB07831,Pose_1,0.643027782,6.45609999,4.151451656939923
DB00942,Pose_1,0.783101439,5.30053854,4.150859358148959
DB01656,Pose_1,0.664276481,6.24868631,4.150855352879676
DB01108,Pose_3,0.670217395,6.19306707,4.150701278715682
DB00400,Pose_1,0.772503495,5.37259054,4.150344969353937
DB12108,Pose_1,0.646625042,6.41811132,4.150111501855676
DB07143,Pose_1,0.869241595,4.7742095,4.149941480644153
DB07626,Pose_1,0.630269825,6.58405447,4.149730858597367
DB15358,Pose_1,0.622649848,6.6631484,4.148808338461444
DB16120,Pose_1,0.736329019,5.63384199,4.148361345697707
DB16897,Pose_1,0.826404691,5.0197506,4.148345443490065
DB00390,Pose_2,0.601036549,6.90172243,4.148187431483095
DB04891,Pose_1,0.692309499,5.99167013,4.1480901458735655
DB16223,Pose_1,0.839550018,4.94074106,4.147999245856338
DB08775,Pose_1,0.797666252,5.20008898,4.147935486743103
DB13687,Pose_1,0.886095583,4.68096924,4.147786167722867
DB16637,Pose_1,0.63748014,6.50648832,4.147757085141965
DB18904,Pose_1,0.905149341,4.58239174,4.147748863664844
DB06871,Pose_3,0.734717906,5.64518404,4.14761779685342
DB15305,Pose_1,0.640443146,6.47491598,4.146815560316872
DB07192,Pose_2,0.822476447,5.04169512,4.1466754891548385
DB05846,Pose_1,0.745107293,5.56484604,4.14640736882617
DB00783,Pose_1,0.745107293,5.56484604,4.14640736882617
DB04760,Pose_1,0.65730232,6.30800772,4.14626810893391
DB12450,Pose_2,0.864534914,4.79576731,4.146108278914861
DB07720,Pose_1,0.879662275,4.7132802,4.146094783444455
DB13951,Pose_1,0.710398197,5.83571959,4.145684674933579
DB13802,Pose_1,0.879465997,4.71384001,4.145662004093141
DB03287,Pose_1,0.844940901,4.90632677,4.14555616164422
DB02069,Pose_1,0.739515305,5.60479593,4.144832371636708
DB13665,Pose_2,0.78039211,5.31056786,4.144325257563584
DB17383,Pose_1,0.637514353,6.50072718,4.144306882187215
DB13202,Pose_4,0.834862292,4.96395588,4.144219583363677
DB17037,Pose_1,0.61551255,6.73212576,4.143707893458288
DB06553,Pose_1,0.728945434,5.68440819,4.143623395092704
DB16097,Pose_1,0.689478397,6.00975943,4.143599298152034
DB00619,Pose_1,0.616275311,6.72331381,4.143412309208345
DB02116,Pose_1,0.878368199,4.71639013,4.1427271042694755
DB08657,Pose_1,0.633797884,6.53621817,4.1426412455083526
DB06236,Pose_1,0.817729294,5.06513166,4.141906536348848
DB12470,Pose_1,0.817729294,5.06513166,4.141906536348848
DB04540,Pose_1,0.661286354,6.26326513,4.141811761953036
DB06725,Pose_2,0.740886807,5.59007263,4.141611061738792
DB19365,Pose_4,0.890857577,4.64800215,4.14070793323979
DB15009,Pose_1,0.609764993,6.79061508,4.140679356721894
DB06834,Pose_1,0.718622208,5.76171255,4.140494594542311
DB08134,Pose_1,0.815298557,5.07823563,4.140278181244986
DB01073,Pose_1,0.94449836,4.38321161,4.13993617717796
DB04441,Pose_1,0.94449836,4.38321161,4.13993617717796
DB12080,Pose_1,0.801170588,5.16727304,4.139867179813348
DB04825,Pose_2,0.752053797,5.50378418,4.139141790437532
DB12229,Pose_2,0.692204416,5.97919846,4.1388275781524
DB18917,Pose_1,0.681197882,6.07557631,4.1386697143013755
DB17046,Pose_1,0.703892231,5.87929678,4.138391327185316
DB07287,Pose_1,0.713217735,5.80223322,4.1382556351101565
DB07394,Pose_2,0.698663354,5.92215776,4.137594603518727
DB00173,Pose_2,0.904463768,4.57447624,4.137448016656872
DB01260,Pose_1,0.708875954,5.83633757,4.137239362799792
DB11324,Pose_1,0.87811631,4.7113328,4.137098173517968
DB11701,Pose_1,0.664942443,6.22115326,4.136708846981815
DB05531,Pose_1,0.807497442,5.12246561,4.136377876807969
DB01489,Pose_1,0.735625386,5.62238503,4.135969157934372
DB05132,Pose_1,0.672550678,6.14885902,4.135419302827415
DB18015,Pose_1,0.675010324,6.12633181,4.135337219999607
DB15571,Pose_1,0.779709935,5.30362654,4.135290304767675
DB12933,Pose_1,0.628838897,6.57540655,4.134871402228575
DB05243,Pose_1,0.720468223,5.73849344,4.134402171413957
DB18301,Pose_1,0.690042377,5.99132872,4.134270711337168
DB09102,Pose_1,0.611169517,6.76402855,4.13396806187771
DB08864,Pose_3,0.653185666,6.32836533,4.13359752276736
DB08972,Pose_1,0.875216365,4.72284651,4.133512554935137
DB06811,Pose_1,0.773887277,5.34038496,4.132855974826154
DB15583,Pose_1,0.552173018,7.48395729,4.132439283402401
DB18958,Pose_2,0.637162924,6.48561096,4.132390843200047
DB03168,Pose_1,0.676138639,6.11150789,4.132226626982362
DB07052,Pose_1,0.865493,4.77420473,4.13204077438189
DB07195,Pose_2,0.726505816,5.68673372,4.131445121623315
DB13288,Pose_3,0.869485319,4.75144529,4.131311923686698
DB13587,Pose_2,0.69310087,5.95987463,4.1307942911439275
DB00454,Pose_1,0.85788244,4.81490946,4.130626275923882
DB05282,Pose_4,0.815496802,5.06499815,4.130489793460916
DB06249,Pose_2,0.641346097,6.43979263,4.130135868739865
DB12804,Pose_1,0.824566126,5.00874519,4.130041617439434
DB00716,Pose_2,0.709826469,5.81812525,4.129859302407242
DB06403,Pose_1,0.820747435,5.0301857,4.128512010848679
DB08811,Pose_1,0.702881634,5.87261772,4.127755138890954
DB06582,Pose_1,0.702881634,5.87261772,4.127755138890954
DB19073,Pose_1,0.702881634,5.87261772,4.127755138890954
DB06408,Pose_1,0.794959486,5.19117117,4.126770765041218
DB16899,Pose_1,0.757354617,5.44872618,4.126617929191773
DB01461,Pose_1,0.838369012,4.92140055,4.125949716759757
DB00287,Pose_1,0.704481781,5.85646057,4.125769772709876
DB15641,Pose_1,0.705985546,5.84280586,4.1249364852441
DB15557,Pose_1,0.670330107,6.1533885,4.124801571617569
DB12730,Pose_1,0.564214528,7.309793,4.124291407272704
DB12235,Pose_1,0.750857294,5.49235678,4.123976149513354
DB01060,Pose_1,0.799670994,5.15668869,4.123654370480858
DB00979,Pose_1,0.787115335,5.23821259,4.123077457579067
DB17057,Pose_1,0.63731879,6.46881247,4.122695736117311
DB08634,Pose_1,0.7157709,5.75958395,4.122542587517055
DB13835,Pose_2,0.732308626,5.62841415,4.121736232745458
DB05786,Pose_1,0.791302741,5.20848417,4.12148780017611
DB12181,Pose_1,0.706150472,5.8356576,4.120852368670388
DB04856,Pose_1,0.671583831,6.13586187,4.120745621141424
DB15380,Pose_1,0.740687668,5.56330729,4.1206731029974994
DB04883,Pose_1,0.759424388,5.4254365,4.120208793645362
DB13349,Pose_1,0.8942855,4.60700846,4.11998086415533
DB12556,Pose_1,0.601825118,6.84559059,4.119848364606439
DB03082,Pose_1,0.647768438,6.35969877,4.11961213839342
DB13991,Pose_1,0.790077746,5.21372461,4.119247788133529
DB09306,Pose_3,0.866001785,4.75621986,4.11889488861245
DB12714,Pose_2,0.688267112,5.98427773,4.118781550633016
DB03575,Pose_1,0.872116446,4.72228384,4.118381399544033
DB01587,Pose_1,0.707432151,5.82128191,4.118161983168688
DB00657,Pose_1,0.876777768,4.69689941,4.118136981220317
DB11807,Pose_1,0.876777768,4.69689941,4.118136981220317
DB00494,Pose_1,0.736025691,5.59485674,4.117958298104508
DB01557,Pose_1,0.754783094,5.45537567,4.117625327134923
DB16866,Pose_1,0.838548779,4.91037893,4.117592256178827
DB12990,Pose_1,0.771680415,5.33534288,4.117179607805695
DB00823,Pose_1,0.668066919,6.16279173,4.117157283499781
DB07109,Pose_1,0.882311583,4.66632271,4.1171505770489505
DB09227,Pose_1,0.664439023,6.19593954,4.11682401452467
DB08453,Pose_2,0.791235089,5.20303345,4.1168226348807275
DB09343,Pose_1,0.814684987,5.05309343,4.116679355329335
DB09168,Pose_1,0.681131721,6.04350519,4.116423090937132
DB13794,Pose_3,0.778424799,5.2873764,4.115824911407343
DB01240,Pose_1,0.708169818,5.81169748,4.115668746682659
DB13074,Pose_1,0.742810011,5.54063416,4.115638521336575
DB08308,Pose_1,0.686853111,5.99197769,4.115608517419093
DB13182,Pose_1,0.845870197,4.86547613,4.115561252581898
DB14808,Pose_2,0.682595491,6.028934,4.115323163936594
DB09241,Pose_1,0.719115913,5.72220421,4.1149281048465935
DB15057,Pose_1,0.709947228,5.79555464,4.114537951390537
DB06619,Pose_4,0.848020613,4.85190105,4.114512102636344
DB08941,Pose_1,0.814382911,5.05196333,4.114232602950654
DB01471,Pose_1,0.698652029,5.88857412,4.11406425685489
DB01564,Pose_1,0.698652029,5.88857412,4.11406425685489
DB05766,Pose_1,0.709364414,5.79916525,4.113721459255413
DB13819,Pose_2,0.792018592,5.19331217,4.113199792699865
DB12062,Pose_1,0.630321085,6.52481127,4.112726119126627
DB00382,Pose_1,0.837218702,4.91227913,4.112651957080289
DB04573,Pose_1,0.747508228,5.50171661,4.112578434099268
DB07702,Pose_1,0.747508228,5.50171661,4.112578434099268
DB12949,Pose_1,0.715203643,5.75011492,4.112503138452653
DB16030,Pose_1,0.628673792,6.54129839,4.112342863444795
DB01994,Pose_2,0.887349308,4.63439226,4.112324764911556
DB14766,Pose_1,0.68249768,6.02432251,4.1115861366467765
DB09180,Pose_1,0.802964926,5.12042761,4.111523776952007
DB15978,Pose_1,0.789533794,5.20718861,4.111251379326887
DB05553,Pose_1,0.661641061,6.21326971,4.110954363203562
DB12629,Pose_1,0.642446041,6.39851713,4.110701998439183
DB04709,Pose_1,0.700970888,5.86424398,4.110664310109255
DB03355,Pose_1,0.777873218,5.28184271,4.108603985797541
DB06986,Pose_1,0.770744622,5.32978773,4.107905229299088
DB15640,Pose_1,0.648906231,6.33042669,4.107853324029706
DB07288,Pose_3,0.76811868,5.34749413,4.107510132443349
DB07340,Pose_1,0.670144379,6.12872934,4.10713351761338
DB11954,Pose_1,0.677707493,6.05981588,4.106782628076389
DB01239,Pose_1,0.749362528,5.4800458,4.106540974243782
DB13422,Pose_1,0.605427563,6.78244209,4.106277385737327
DB16008,Pose_3,0.751229048,5.46564817,4.105953671452042
DB16888,Pose_1,0.707621634,5.80183554,4.105504345014072
DB00327,Pose_1,0.795214713,5.1623683,4.105191226084798
DB16846,Pose_1,0.648746669,6.32785559,4.10517523592553
DB04583,Pose_1,0.802260339,5.1169796,4.105149788552084
DB08596,Pose_1,0.809282601,5.07235479,4.104968477646009
DB07546,Pose_1,0.689311266,5.95474005,4.104669402566404
DB12903,Pose_1,0.644647837,6.36728477,4.104656354543542
DB02827,Pose_1,0.760453701,5.39751863,4.10456301839995
DB12709,Pose_6,0.843150198,4.86811018,4.104548062152816
DB12416,Pose_3,0.625582099,6.56050539,4.104134732377013
DB03533,Pose_1,0.903634667,4.54129171,4.103668622115711
DB16326,Pose_2,0.788857877,5.20051575,4.102467813850063
DB08662,Pose_1,0.715120614,5.73674345,4.102463498324478
DB00999,Pose_1,0.785981417,5.21815205,4.1013705423804545
DB02936,Pose_3,0.739410877,5.54611444,4.100857342022763
DB11479,Pose_1,0.919242024,4.46056414,4.100338008235419
DB18442,Pose_1,0.663366735,6.18082285,4.100152273617895
DB12247,Pose_1,0.663366735,6.18082285,4.100152273617895
DB08174,Pose_1,0.710152388,5.7734313,4.100016024648945
DB09204,Pose_1,0.73783505,5.55664444,4.099887028219623
DB12268,Pose_2,0.70150274,5.84402895,4.0996023210643235
DB03730,Pose_1,0.925837219,4.42795753,4.099567885425309
DB07033,Pose_2,0.789262593,5.19337654,4.098937834385769
DB09488,Pose_1,0.72782892,5.63152122,4.098784007509682
DB02859,Pose_1,0.690915763,5.93212128,4.098596100379736
DB13153,Pose_1,0.835876584,4.90308952,4.0983777190238
DB16184,Pose_2,0.608497858,6.73468542,4.09804165237383
DB09254,Pose_2,0.863019466,4.74816704,4.097760583339601
DB12766,Pose_7,0.75454706,5.43060923,4.097650228505364
DB01510,Pose_1,0.664900362,6.16190577,4.097053377082888
DB03685,Pose_1,0.843207598,4.85881948,4.096993502846409
DB16218,Pose_1,0.647536039,6.3267312,4.096786461065717
DB12901,Pose_1,0.783519983,5.22863102,4.096736887903673
DB11428,Pose_1,0.879729629,4.65653849,4.09649487823192
DB05713,Pose_1,0.713364422,5.7422986,4.096351521740409
DB12855,Pose_1,0.909288764,4.50497961,4.096327341422103
DB18511,Pose_1,0.756737888,5.41307306,4.096277475014097
DB05103,Pose_1,0.895163596,4.57559633,4.095907264607202
DB01629,Pose_1,0.823869765,4.97101021,4.095465013525301
DB15643,Pose_1,0.903747857,4.53140974,4.095251841713927
DB08353,Pose_1,0.666518688,6.14417028,4.095204313874193
DB08169,Pose_1,0.726171255,5.6390605,4.094923640305928
DB13993,Pose_1,0.62609911,6.5392127,4.094195251570697
DB18154,Pose_1,0.782702446,5.23008299,4.093598749055993
DB00758,Pose_1,0.762261271,5.37033415,4.093597734873704
DB06906,Pose_1,0.889421344,4.60241365,4.093484934226946
DB17472,Pose_1,0.649448395,6.30252981,4.093167869544155
DB02888,Pose_1,0.591858685,6.91576815,4.093157443023883
DB01103,Pose_4,0.654084444,6.25749397,4.092929464200802
DB08033,Pose_4,0.684006214,5.98359442,4.092815765335725
DB07222,Pose_1,0.705397904,5.80203962,4.0927465868729564
DB01113,Pose_1,0.703972936,5.8135705,4.092596293527988
DB11841,Pose_2,0.713916004,5.73179245,4.09201836166137
DB13319,Pose_2,0.833714485,4.90810108,4.091954964240144
DB06738,Pose_1,0.868263066,4.71265745,4.091826406544742
DB07707,Pose_1,0.690857887,5.92262268,4.0916905902030765
DB09289,Pose_1,0.669983149,6.10681772,4.0914649664146
DB08954,Pose_4,0.776483715,5.26920748,4.091453799176189
DB03403,Pose_1,0.861128569,4.75100946,4.091229977595263
DB02456,Pose_1,0.861128569,4.75100946,4.091229977595263
DB08986,Pose_1,0.781131864,5.23690462,4.090713067410811
DB00136,Pose_2,0.6247136,6.54798555,4.09061562568848
DB08344,Pose_1,0.741232455,5.51863909,4.090594400939666
DB02690,Pose_2,0.839786649,4.87090826,4.0905237252518205
DB02187,Pose_1,0.75016278,5.45257235,4.090316832227133
DB02880,Pose_1,0.82354337,4.96658182,4.090195529423533
DB12579,Pose_1,0.725852489,5.63497686,4.090161979288404
DB07107,Pose_2,0.664983153,6.15048218,4.0899670325267135
DB12954,Pose_2,0.820024431,4.98691988,4.089396137039588
DB05491,Pose_1,0.711995065,5.74320173,4.089131289059463
DB06194,Pose_1,0.624405265,6.54790354,4.088545445088139
DB12314,Pose_1,0.746849656,5.47414923,4.0883664693181645
DB12789,Pose_4,0.701942325,5.82362413,4.087848261738302
DB07029,Pose_1,0.647871256,6.30947733,4.087729002490626
DB03200,Pose_1,0.841353834,4.85849762,4.087715600066875
DB18068,Pose_1,0.758335114,5.39032793,4.087674945293934
DB06412,Pose_1,0.662629247,6.16881895,4.087639855717831
DB18632,Pose_3,0.601465762,6.79586554,4.0874804454656415
DB04908,Pose_1,0.748815238,5.457901,4.086959436295438
DB04764,Pose_2,0.643453836,6.35143518,4.08685533067635
DB16299,Pose_1,0.656329274,6.22657013,4.086680252932985
DB17199,Pose_1,0.776937246,5.25863838,4.085632020667101
DB08404,Pose_2,0.713411033,5.72602415,4.085008803834446
DB00375,Pose_1,0.899696171,4.54014778,4.0847535734401506
DB01782,Pose_1,0.866451025,4.71404076,4.084485448393779
DB03332,Pose_3,0.754475057,5.41331434,4.084210645230417
DB19049,Pose_1,0.762907028,5.35332918,4.084092454619477
DB03632,Pose_1,0.635317624,6.42824745,4.083978896418059
DB00522,Pose_3,0.708020091,5.76792002,4.083803257441121
DB01217,Pose_3,0.674666345,6.05239344,4.083346160666777
DB08644,Pose_1,0.712393582,5.73085642,4.082625332971497
DB12715,Pose_1,0.838122547,4.87059736,4.082157464774675
DB08049,Pose_2,0.796681523,5.12383747,4.082066639204067
DB18005,Pose_1,0.695034146,5.87287855,4.081851127560968
DB07013,Pose_1,0.664531171,6.14242554,4.081833236876507
DB09366,Pose_1,0.795305192,5.13152266,4.081126614363651
DB13566,Pose_1,0.787057042,5.18488264,4.0807983937555505
DB00372,Pose_2,0.662744164,6.15699911,4.080515227905694
DB09236,Pose_1,0.754510581,5.4077611,4.0802129694702
DB11923,Pose_1,0.613133729,6.65434074,4.080000751952819
DB09049,Pose_1,0.763175845,5.34586906,4.079838137124856
DB18815,Pose_1,0.779951811,5.23075342,4.079735602823444
DB15435,Pose_1,0.574734807,7.09813499,4.079545243537597
DB00879,Pose_3,0.848959208,4.80454063,4.078859008048621
DB07783,Pose_2,0.711848974,5.72809362,4.077537566372946
DB09144,Pose_1,0.772897661,5.27519178,4.077183388088427
DB11645,Pose_2,0.638866186,6.38123894,4.076757783552483
DB17115,Pose_1,0.676373065,6.02561045,4.0755606085625296
DB08940,Pose_1,0.788745224,5.16667891,4.075193314204026
DB08810,Pose_1,0.72577095,5.61491919,4.075145234699531
DB12731,Pose_1,0.729391217,5.58639002,4.074663815324454
DB13466,Pose_1,0.811152995,5.02325296,4.074626683146615
DB00432,Pose_1,0.770650804,5.28720665,4.074590055736646
DB17778,Pose_1,0.903327346,4.51040697,4.0743739575900015
DB07976,Pose_1,0.675405622,6.03235435,4.074286041886156
DB00127,Pose_3,0.867223918,4.69783163,4.074071952272926
DB13657,Pose_2,0.800952315,5.08638763,4.0739539472358635
DB12391,Pose_1,0.62927705,6.47381449,4.073822884514454
DB06774,Pose_1,0.811716139,5.01865721,4.0737250534657115
DB09120,Pose_1,0.811716139,5.01865721,4.0737250534657115
DB09188,Pose_1,0.805717468,5.05483627,4.0727698806189645
DB06684,Pose_1,0.747029722,5.45123911,4.072237636898827
DB07364,Pose_1,0.7801615,5.21965456,4.07217353101144
DB11259,Pose_2,0.81011802,5.02663279,4.072165803101876
DB08771,Pose_1,0.917829931,4.43646574,4.0719210440280635
DB01068,Pose_3,0.701832891,5.8018055,4.0718979270847
DB08065,Pose_2,0.801326752,5.08144045,4.071894171279919
DB13506,Pose_1,0.725314021,5.61361837,4.071636112304166
DB13039,Pose_1,0.786254466,5.17715073,4.070557882617661
DB12284,Pose_1,0.59081018,6.88943815,4.070350193500367
DB04138,Pose_1,0.695781708,5.84926176,4.069809337911886
DB08728,Pose_3,0.714250863,5.69735909,4.069343646853395
DB15027,Pose_2,0.811491966,5.01448298,4.069212651913738
DB00773,Pose_1,0.677193046,6.00834703,4.068810826670753
DB07268,Pose_2,0.670403183,6.06875992,4.068515967230825
DB02380,Pose_1,0.946925163,4.29626894,4.068245166301337
DB15059,Pose_1,0.633971334,6.41626024,4.067725063643961
DB07278,Pose_1,0.656370878,6.19687271,4.0674467815169395
DB19255,Pose_3,0.762705028,5.33270502,4.06728093159484
DB12365,Pose_1,0.83042419,4.89745283,4.066963299415957
DB08633,Pose_1,0.671567798,6.05524588,4.066508141980172
DB08498,Pose_1,0.713838995,5.69665861,4.066497057020497
DB15096,Pose_1,0.713305354,5.70039511,4.066122351878418
DB00499,Pose_1,0.780011714,5.21269846,4.065965860349761
