Compound,Pose,CNNscore,CNNaffinity,CNN_VS
DB15106,Pose_1,0.532278955,6.41962671,3.417032196688888
DB13331,Pose_2,0.797662556,4.28379869,3.417025812454852
DB14638,Pose_1,0.698231101,4.89376307,3.41697757639924
DB01173,Pose_1,0.787427366,4.33926058,3.4168525288970324
DB08732,Pose_1,0.712779582,4.79354143,3.4167384567750827
DB11729,Pose_1,0.566971004,6.02618027,3.416669477966891
DB02066,Pose_6,0.678475261,5.03553534,3.4164861540812237
DB13285,Pose_9,0.796063781,4.29121733,3.416082692812525
DB05944,Pose_1,0.530045509,6.4447484,3.4160099460549356
DB01679,Pose_1,0.869450271,3.92886543,3.4159531128360316
DB08131,Pose_1,0.571936071,5.97214842,3.4156871027636577
DB07568,Pose_1,0.577675223,5.91264582,3.4155889925885177
DB03068,Pose_3,0.900116682,3.79386044,3.4149170712238597
DB00750,Pose_1,0.895873487,3.81180787,3.414897608270943
DB08621,Pose_2,0.748629808,4.56108046,3.414560789042352
DB13113,Pose_1,0.554441571,6.15842867,3.414488866686241
DB17257,Pose_1,0.696326911,4.90329409,3.414295627414256
DB15235,Pose_1,0.681664228,5.00862837,3.4142027911749486
DB15597,Pose_1,0.693928003,4.91990232,3.4140579918726672
DB07967,Pose_1,0.565142214,6.04099083,3.4140189324198977
DB11969,Pose_1,0.568503559,6.00465441,3.413667402650045
DB00903,Pose_1,0.673279822,5.07006311,3.4135711882295667
DB08232,Pose_1,0.625049353,5.46117163,3.413501793953455
DB06202,Pose_1,0.605670631,5.63572502,3.4133931290058874
DB11999,Pose_1,0.624693215,5.46352816,3.4130289715134343
DB04087,Pose_3,0.831006229,4.10709906,3.413024901980045
DB11726,Pose_1,0.656443655,5.19926405,3.4130238962921027
DB00830,Pose_5,0.808410943,4.22179365,3.4129441857479126
DB17079,Pose_1,0.524573267,6.50609589,3.4129239764325723
DB12072,Pose_1,0.631870151,5.40126181,3.4128961154752333
DB03416,Pose_2,0.622059762,5.48616791,3.4127243043866375
DB13644,Pose_2,0.807188034,4.22672081,3.4117584608907876
DB02292,Pose_1,0.666176558,5.12125444,3.411659655481418
DB11711,Pose_2,0.659564614,5.17215395,3.4113697235803255
DB14644,Pose_1,0.581449866,5.8669529,3.411338977533312
DB00802,Pose_1,0.672015429,5.07618141,3.411272227922975
DB07925,Pose_2,0.730462372,4.66966772,3.4110165592030315
DB15273,Pose_1,0.529711962,6.43917847,3.4109098610118584
DB19254,Pose_1,0.659663856,5.17064333,3.4108865170684806
DB15167,Pose_1,0.659663856,5.17064333,3.4108865170684806
DB17636,Pose_1,0.615258455,5.54374933,3.410838647683085
DB01480,Pose_1,0.544262111,6.26678658,3.41077449321727
DB05465,Pose_1,0.582053304,5.85979509,3.4107130928974776
DB06652,Pose_1,0.538423598,6.33452654,3.4106585712932906
DB19315,Pose_1,0.529419065,6.44221258,3.4106301606348377
DB06302,Pose_1,0.468634993,7.27760077,3.4105383859057445
DB05047,Pose_1,0.801858127,4.25251245,3.4099116682011816
DB04802,Pose_1,0.819104373,4.16291761,3.4098640187897087
DB04804,Pose_1,0.819104373,4.16291761,3.4098640187897087
DB06140,Pose_1,0.590066314,5.77867746,3.4098029086170825
DB01537,Pose_2,0.797575176,4.2750001,3.4096339571575176
DB01174,Pose_1,0.70856595,4.81186342,3.409522575462549
DB00887,Pose_1,0.637094319,5.3516326,3.4094947268351996
DB04466,Pose_1,0.558775485,6.10166883,3.4094629597926325
DB03005,Pose_1,0.4834584,7.05182838,3.409265665669392
DB13489,Pose_1,0.820474327,4.15483904,3.408938765137326
DB04612,Pose_1,0.644263208,5.29118156,3.4089136059560445
DB14932,Pose_1,0.483042955,7.05691195,3.4087916015028124
DB01427,Pose_2,0.720877886,4.72839546,3.4085957233767976
DB16230,Pose_1,0.60624212,5.62187815,3.408219328037678
DB07252,Pose_1,0.562188745,6.06217003,3.4080837611423127
DB08481,Pose_1,0.632531404,5.38795996,3.4080538781945835
DB04017,Pose_1,0.841169,4.05131006,3.4078364318601393
DB02981,Pose_1,0.704035521,4.83978796,3.407382637948127
DB02454,Pose_1,0.79350847,4.2939887,3.407316403534289
DB01197,Pose_4,0.731542706,4.6576848,3.4072953422870693
DB02032,Pose_4,0.731542706,4.6576848,3.4072953422870693
DB00649,Pose_2,0.734132946,4.64119053,3.4072508767362018
DB11738,Pose_2,0.854442,3.98757052,3.40714773024984
DB05541,Pose_5,0.791942179,4.30226707,3.4071467580557453
DB13758,Pose_2,0.835317194,4.07881212,3.407101894931592
DB16865,Pose_1,0.657691896,5.18027639,3.4070258007431358
DB02059,Pose_1,0.694113612,4.90833616,3.40694294092781
DB18962,Pose_1,0.548265398,6.21402359,3.4069341167527387
DB02302,Pose_4,0.800666869,4.25504875,3.406876560104864
DB15480,Pose_2,0.855348468,3.98272634,3.4066188733822473
DB17560,Pose_2,0.490147769,6.94937754,3.4062218971697087
DB08384,Pose_1,0.60165,5.66010618,3.405402883197
DB02462,Pose_3,0.736602902,4.62277555,3.4051498854246462
DB02217,Pose_1,0.613419056,5.55092812,3.405045087294255
DB04143,Pose_2,0.707112372,4.81520796,3.404893122268881
DB01644,Pose_1,0.681242883,4.99758387,3.404568443633097
DB04695,Pose_1,0.625066876,5.44648886,3.404419776889001
DB01879,Pose_1,0.516120791,6.59433222,3.4034719615031856
DB01352,Pose_1,0.707901001,4.80751467,3.4032444472151844
DB02887,Pose_1,0.60474211,5.62757921,3.403234125647533
DB18898,Pose_1,0.47543332,7.15711451,3.4027307131094733
DB14191,Pose_5,0.783891916,4.3392539,3.4015060536814725
DB12524,Pose_1,0.608693361,5.58759928,3.4011345856643804
DB12509,Pose_1,0.941386402,3.61274719,3.40099107852971
DB13253,Pose_1,0.683870316,4.97305632,3.4009255970441976
DB05913,Pose_1,0.557857454,6.09571409,3.400539542559327
DB00456,Pose_1,0.666520476,5.10145521,3.40022435486188
DB02375,Pose_1,0.727879286,4.67115831,3.4000393754757665
DB04274,Pose_1,0.80673635,4.21388817,3.399496761573979
DB09210,Pose_5,0.88743943,3.83066583,3.399483900695677
DB16702,Pose_1,0.631071389,5.38665247,3.399362256303181
DB08334,Pose_2,0.634013116,5.36158037,3.399312277068133
DB07396,Pose_1,0.518953383,6.54899836,3.398624854183452
DB03434,Pose_1,0.909813821,3.73536611,3.3984877133730063
DB16700,Pose_1,0.517787695,6.56312037,3.398302968389847
DB08501,Pose_1,0.88366276,3.84558678,3.398201827834313
DB07000,Pose_1,0.540290594,6.28923035,3.3980120016043283
DB13550,Pose_2,0.755013585,4.50049829,3.39793734821927
DB08698,Pose_1,0.569575191,5.96537352,3.3977287620403422
DB01166,Pose_1,0.630033553,5.39240265,3.3973946007861153
DB08953,Pose_2,0.773312449,4.39311981,3.3972542390215144
DB05458,Pose_2,0.895736217,3.79203916,3.3966668118942573
DB02014,Pose_2,0.585357428,5.80265665,3.3966281722110963
DB04471,Pose_1,0.602252543,5.63932276,3.3962964730077783
DB01202,Pose_1,0.90677774,3.74540782,3.396252438397927
DB11868,Pose_1,0.90677774,3.74540782,3.396252438397927
DB09030,Pose_1,0.518999934,6.54365015,3.3961539959690903
DB01516,Pose_1,0.903895795,3.75721478,3.39613064055385
DB08646,Pose_2,0.65683496,5.16992998,3.3957907516161008
DB18213,Pose_1,0.689951539,4.9216609,3.395707512391125
DB07971,Pose_1,0.628025353,5.40661621,3.395492053820772
DB08474,Pose_1,0.812743425,4.17739868,3.3951533107736784
DB01298,Pose_1,0.65974319,5.14597464,3.395021724652702
DB06821,Pose_1,0.721146703,4.70748568,3.3947877775517123
DB16911,Pose_1,0.688011765,4.93408012,3.3947051720126122
DB04717,Pose_1,0.679956973,4.99239874,3.3946163352594136
DB13352,Pose_2,0.944186032,3.59521794,3.394554560943814
DB04837,Pose_1,0.776441038,4.37185431,3.3944870984411737
DB00343,Pose_3,0.591328621,5.74029589,3.3944012527656677
DB04495,Pose_1,0.531236291,6.38941717,3.3942902790425165
DB06740,Pose_1,0.634911776,5.3456707,3.394029278048164
DB16567,Pose_4,0.710616291,4.77569771,3.393688593617394
DB04646,Pose_1,0.727950752,4.66181993,3.3935753237320876
DB06884,Pose_1,0.687186539,4.93806171,3.393369535863322
DB05104,Pose_1,0.601177394,5.64430952,3.3932312881629914
DB03504,Pose_1,0.572479665,5.92706633,3.3931249470311795
DB13233,Pose_1,0.794553638,4.27011251,3.3928334294898113
DB04728,Pose_1,0.701064765,4.83949471,3.3927992215848937
DB05183,Pose_1,0.527403712,6.43299341,3.3927846037055382
DB03903,Pose_1,0.576218903,5.88743782,3.3924529621211112
DB00865,Pose_1,0.885956228,3.82887769,3.392218035705753
DB02022,Pose_7,0.808651328,4.19467258,3.392027552342186
DB08818,Pose_1,0.634893298,5.34259462,3.391977518168857
DB00391,Pose_4,0.664075851,5.1070528,3.3914704342619326
DB16021,Pose_4,0.664075851,5.1070528,3.3914704342619326
DB00186,Pose_2,0.622750401,5.44561768,3.3912605939126896
DB04514,Pose_1,0.634905279,5.34095955,3.3910034132204645
DB12554,Pose_2,0.666545391,5.08709574,3.390780219072734
DB00749,Pose_1,0.655890822,5.16951275,3.3906359669369808
DB18776,Pose_1,0.655890822,5.16951275,3.3906359669369808
DB08660,Pose_1,0.753934562,4.49668264,3.390204456641404
DB07613,Pose_1,0.742532492,4.56491137,3.3895950153252343
DB08570,Pose_1,0.761232853,4.45272923,3.389563775389393
DB00912,Pose_2,0.594775915,5.69879913,3.389508466946954
DB04307,Pose_1,0.92675066,3.65671062,3.388858980514009
DB04321,Pose_1,0.860323846,3.93891692,3.3887441536888745
DB12866,Pose_1,0.571707308,5.92696905,3.3884915201748176
DB15209,Pose_1,0.559664965,6.05416489,3.3883039812660787
DB02315,Pose_1,0.641234815,5.28377485,3.388140388441403
DB07573,Pose_1,0.829996288,4.08128357,3.3874502133753883
DB07480,Pose_1,0.700541794,4.83526373,3.3873043278773323
DB00474,Pose_1,0.683711648,4.95394182,3.387067725848319
DB07260,Pose_4,0.828753591,4.08671427,3.3868791266534437
DB00439,Pose_1,0.545981944,6.20326948,3.3868731298462693
DB02569,Pose_1,0.648306847,5.22411299,3.3868282209186424
DB03507,Pose_1,0.542361438,6.24456215,3.386809707354372
DB19041,Pose_1,0.525608599,6.44347763,3.3867472497921405
DB01149,Pose_1,0.620092273,5.46165514,3.3867301501047335
DB11648,Pose_1,0.521173775,6.4981246,3.3866521282023645
DB18844,Pose_1,0.485282809,6.97774458,3.386179490266925
DB18049,Pose_1,0.689620018,4.90979052,3.385889826778629
DB02353,Pose_1,0.698938906,4.84432364,3.3858862652515374
DB13715,Pose_1,0.625234604,5.41488266,3.3855720156315665
DB12463,Pose_1,0.869680285,3.89230657,3.3850622871049727
DB03162,Pose_5,0.811820745,4.16951561,3.38489926879933
DB01665,Pose_1,0.918856382,3.68358779,3.3846881494987753
DB01884,Pose_5,0.898148239,3.76806617,3.3842819950209746
DB01586,Pose_1,0.582299292,5.81159067,3.3840851325348056
DB06777,Pose_1,0.582299292,5.81159067,3.3840851325348056
DB07776,Pose_1,0.803481877,4.21166658,3.383997768996571
DB08278,Pose_1,0.562206984,6.01905441,3.3839544263779997
DB03764,Pose_1,0.834327877,4.05578566,3.3838550392748434
DB06620,Pose_2,0.758188307,4.46263695,3.3835191538761435
DB17506,Pose_1,0.520888686,6.49478006,3.3830574513124017
DB11697,Pose_1,0.583281636,5.80000877,3.383038604179948
DB08184,Pose_3,0.721532643,4.68832779,3.3827815415690488
DB03714,Pose_1,0.660900414,5.11796618,3.382465967199998
DB13817,Pose_1,0.814050674,4.1550355,3.382409449268927
DB08367,Pose_1,0.760064721,4.44992256,3.3822291490380056
DB18760,Pose_1,0.781490505,4.32782745,3.382156059453362
DB06691,Pose_2,0.769822538,4.39327383,3.3820412099395805
DB08428,Pose_1,0.928388834,3.64289546,3.3820234684932937
DB07224,Pose_1,0.774636745,4.36556387,3.381726186346403
DB00227,Pose_1,0.584063351,5.78927374,3.381302620440702
DB04306,Pose_1,0.631023407,5.35821772,3.381160801122172
DB08109,Pose_1,0.648953795,5.21002913,3.3810681759740486
DB08510,Pose_1,0.541704237,6.24130297,3.3809402632496837
DB00143,Pose_1,0.815200388,4.14687395,3.380533253027093
DB03448,Pose_1,0.663534164,5.09463072,3.3804615356839176
DB13336,Pose_1,0.845743775,3.99694467,3.380391073671929
DB08260,Pose_1,0.821499407,4.11429644,3.3798920856822114
DB16707,Pose_1,0.566001594,5.97130442,3.379767819979246
DB01355,Pose_1,0.662022114,5.10501337,3.379631743205664
DB00493,Pose_1,0.59142822,5.71432161,3.379611058309834
DB08976,Pose_3,0.554706097,6.09195662,3.379245479773512
DB01440,Pose_1,0.914103091,3.69676399,3.379223389956493
DB07928,Pose_2,0.843615353,4.00550795,3.3791080031835565
DB01591,Pose_1,0.662824154,5.09798765,3.3790693512136984
DB09023,Pose_1,0.782646239,4.31741858,3.3790114138257206
DB07929,Pose_1,0.577397823,5.8521018,3.378990839294381
DB02406,Pose_1,0.920339525,3.67111206,3.378669529522172
DB07824,Pose_1,0.736767948,4.58539343,3.3783709081937814
DB06670,Pose_1,0.558357358,6.05017233,3.378158237623504
DB13470,Pose_1,0.562357306,6.00675964,3.37794516893993
DB03606,Pose_2,0.73862952,4.57318592,3.377890120960359
DB04149,Pose_2,0.73862952,4.57318592,3.377890120960359
DB01954,Pose_2,0.73862952,4.57318592,3.377890120960359
DB06697,Pose_3,0.64921993,5.20271015,3.3777031193932894
DB03986,Pose_1,0.786216855,4.29548883,3.37718571861023
DB07844,Pose_2,0.577832162,5.84441757,3.3770924401038864
DB08203,Pose_1,0.619828939,5.44804573,3.3768564044493803
DB02011,Pose_1,0.749714673,4.50417137,3.376843365795512
DB03165,Pose_1,0.785972595,4.2960515,3.3765787457086427
DB12291,Pose_6,0.661153913,5.10674334,3.37634334192769
DB13412,Pose_1,0.740571082,4.55893803,3.3762176696480486
DB06237,Pose_1,0.569754958,5.92525482,3.3759433111083976
DB19134,Pose_5,0.711873055,4.74231148,3.375923761029171
DB04831,Pose_1,0.63936913,5.279737,3.37570085231881
DB08848,Pose_1,0.906499743,3.72376943,3.3755960312862565
DB08279,Pose_1,0.571628869,5.90508461,3.375516836963606
DB16241,Pose_1,0.564094186,5.98325682,3.375120385506849
DB03174,Pose_3,0.826136172,4.08513498,3.3748777744804968
DB02074,Pose_2,0.933841109,3.61366296,3.3745870261186224
DB15408,Pose_1,0.616825163,5.47029114,3.3742132240879554
DB16071,Pose_1,0.757780373,4.45262003,3.3741080671606714
DB08714,Pose_2,0.596044898,5.66060305,3.373973567555739
DB08695,Pose_1,0.805127621,4.19056749,3.3739416338636414
DB07374,Pose_1,0.769776523,4.38233995,3.373422409314994
DB15589,Pose_4,0.756276071,4.46046877,3.373345796193803
DB05814,Pose_1,0.726472437,4.64253044,3.372670402593482
DB12816,Pose_1,0.840067923,4.01460218,3.372538515023872
DB12963,Pose_1,0.524518967,6.42881823,3.3720370970303684
DB07292,Pose_1,0.84860456,3.97348332,3.371916064435939
DB02786,Pose_1,0.913555264,3.69092274,3.3718618981443034
DB00617,Pose_6,0.811781108,4.15319967,3.371489029857835
DB15780,Pose_1,0.832104027,4.05158186,3.37133758142615
DB07106,Pose_2,0.915787876,3.6813519,3.3713374373095646
DB02619,Pose_1,0.816129804,4.13003635,3.3706457568383756
DB12596,Pose_1,0.758898139,4.44105721,3.3703100518615328
DB05284,Pose_1,0.758898139,4.44105721,3.3703100518615328
DB08908,Pose_3,0.876449943,3.84527993,3.370195375467544
DB07931,Pose_1,0.624382138,5.39758301,3.3701544198162754
DB16295,Pose_1,0.736799598,4.57393122,3.3700706841756496
DB14975,Pose_3,0.562449932,5.99160385,3.369977178003438
DB13061,Pose_1,0.465987861,7.23137665,3.3697337372188456
DB14734,Pose_1,0.648936272,5.19242048,3.3695499889476506
DB08154,Pose_1,0.540960848,6.22808695,3.3691511978897335
DB12825,Pose_1,0.50509572,6.66808653,3.368021966892652
DB01971,Pose_1,0.892470837,3.7733593,3.367613132772734
DB04371,Pose_2,0.670069873,5.02532625,3.3673197221210662
DB13400,Pose_6,0.850558519,3.95884633,3.3672304713933854
DB08792,Pose_1,0.770269454,4.37137794,3.367138899071445
DB05474,Pose_1,0.468732566,7.18314219,3.3669726706615597
DB00918,Pose_1,0.828248799,4.06494141,3.366782840837867
DB11851,Pose_1,0.482087106,6.9825263,3.3661858965358875
DB13155,Pose_1,0.754817128,4.45941734,3.3660445891321995
DB13839,Pose_2,0.77174592,4.36137819,3.3658758237094846
DB15289,Pose_2,0.791517377,4.25167799,3.3652770104934326
DB00665,Pose_1,0.636277437,5.2889204,3.3652207166090147
DB17521,Pose_1,0.557772398,6.03278875,3.3649230477149223
DB13101,Pose_1,0.557772398,6.03278875,3.3649230477149223
DB00855,Pose_2,0.883164763,3.81006885,3.3649185529239327
DB04430,Pose_2,0.641534388,5.24499273,3.364843201104999
DB02911,Pose_3,0.610235691,5.51376867,3.364698434351601
DB08234,Pose_1,0.611118317,5.504879,3.364132389768643
DB00809,Pose_1,0.847415507,3.96945548,3.3637781280981285
DB13625,Pose_1,0.705054462,4.77064371,3.363563634347734
DB13637,Pose_2,0.706137538,4.76326036,3.363516943463394
DB16754,Pose_5,0.804189563,4.18245173,3.3634840290172945
DB14156,Pose_1,0.808142006,4.16168642,3.3632336118017583
DB11345,Pose_1,0.808142006,4.16168642,3.3632336118017583
DB01744,Pose_1,0.808142006,4.16168642,3.3632336118017583
DB08217,Pose_1,0.811449468,4.14470053,3.363215040087818
DB13353,Pose_2,0.732465386,4.59161043,3.363195705971576
DB03121,Pose_1,0.68162024,4.93380594,3.362981988936226
DB07153,Pose_1,0.57979852,5.79879951,3.3621353736747253
DB18536,Pose_1,0.848104656,3.96424365,3.362093497083434
DB01846,Pose_1,0.628879488,5.34597349,3.361973071252774
DB08958,Pose_1,0.644265652,5.21817017,3.3618878068220006
DB04742,Pose_1,0.734963179,4.57411814,3.3618084092959672
DB03298,Pose_2,0.829368055,4.05303049,3.361454014346997
DB12576,Pose_1,0.721110761,4.66143274,3.3614093104917155
DB04847,Pose_1,0.669972003,5.01717138,3.361364358852874
DB03594,Pose_2,0.898132622,3.74245811,3.3612237150594644
DB07715,Pose_1,0.7006464,4.79724312,3.361171121952768
DB00871,Pose_1,0.824574947,4.07607126,3.361026243182723
DB06573,Pose_1,0.633511424,5.30511522,3.3608510975062735
DB05421,Pose_1,0.704823971,4.76798773,3.3605920455378757
DB00863,Pose_1,0.840118706,3.99974942,3.360264307054651
DB13629,Pose_1,0.764667332,4.39437532,3.3602352517510465
DB01931,Pose_1,0.802703142,4.18569565,3.359871049710733
DB02443,Pose_1,0.589408994,5.70020151,3.359750037606381
DB00380,Pose_1,0.857265651,3.91887856,3.3595199799283426
DB03583,Pose_2,0.560682833,5.99142647,3.3592899669107896
DB17939,Pose_1,0.758554637,4.42845535,3.3592253404899584
DB09230,Pose_1,0.526628494,6.37765074,3.3586526044641856
DB07705,Pose_1,0.58102417,5.78027105,3.358477189201278
DB01127,Pose_1,0.58102417,5.78027105,3.358477189201278
DB12612,Pose_2,0.54875493,6.11992884,3.3583411221991812
DB13770,Pose_1,0.683266461,4.91462708,3.3579998520863636
DB12221,Pose_1,0.563437521,5.95961905,3.357872983636375
DB02020,Pose_2,0.696121395,4.8234024,3.3576736073343483
DB03833,Pose_5,0.750059009,4.47528601,3.356728589652164
DB01581,Pose_1,0.752832472,4.45870352,3.3566567928767017
DB02531,Pose_1,0.919371605,3.65066171,3.3563147156347446
DB03623,Pose_1,0.686221361,4.89032316,3.3558442145850207
DB01678,Pose_1,0.542122602,6.19015074,3.3558206259410253
DB09080,Pose_1,0.749847233,4.47462463,3.355284897519149
DB07261,Pose_1,0.546736956,6.13688278,3.3552606104660176
DB04105,Pose_4,0.837636709,4.00559664,3.355234787111058
DB18802,Pose_1,0.679216087,4.93773794,3.3537910422382406
DB11530,Pose_1,0.58069253,5.77524757,3.353643122799652
DB13777,Pose_1,0.850268126,3.94419408,3.353622508981894
DB19169,Pose_1,0.565773666,5.92713118,3.353414736571506
DB11610,Pose_1,0.886415124,3.78289795,3.353217955428596
DB08748,Pose_1,0.89582026,3.74255681,3.3526582145989705
DB07497,Pose_1,0.70173192,4.7776618,3.3526377880246554
DB02027,Pose_1,0.716709077,4.67738056,3.352321103935343
DB08062,Pose_1,0.738102138,4.54158068,3.352150409807494
DB11827,Pose_1,0.667681456,5.02003336,3.351783182973372
DB07082,Pose_2,0.66216594,5.06179428,3.351747767502823
DB07485,Pose_2,0.62389338,5.37193632,3.3515155078295615
DB07353,Pose_1,0.84264946,3.97711205,3.351311321291993
DB02916,Pose_1,0.647087693,5.17905283,3.3513013476898212
DB05885,Pose_1,0.768806159,4.35810614,3.3505388420077167
DB03422,Pose_2,0.923752606,3.62682843,3.3502922137273887
DB04144,Pose_2,0.51734674,6.47514391,3.3498945928693535
DB04236,Pose_1,0.840143681,3.98618507,3.348968197857043
DB15055,Pose_1,0.574833572,5.82596159,3.3489583111144996
DB05800,Pose_1,0.884436011,3.78650784,3.3489238896298263
DB17490,Pose_1,0.591044903,5.66592979,3.3488189231353602
DB11675,Pose_1,0.615146518,5.44376373,3.348712303324192
DB07044,Pose_1,0.595297575,5.62516546,3.3486473573117594
DB00315,Pose_1,0.824673414,4.06051207,3.348596351355107
DB18237,Pose_1,0.540995836,6.18762016,3.3474767413096536
DB06968,Pose_1,0.878476501,3.81051755,3.3474501243230925
DB02131,Pose_5,0.813391328,4.11540365,3.3474336401295472
DB13245,Pose_1,0.833389521,4.01648283,3.3472947017984245
DB00544,Pose_1,0.844562829,3.96208692,3.3462313378990967
DB04135,Pose_2,0.776379108,4.30976343,3.3460102874744204
DB11636,Pose_1,0.585584164,5.7136898,3.345846264888327
DB08363,Pose_1,0.89224124,3.74944615,3.345410482189226
DB04103,Pose_2,0.911919713,3.66851926,3.3453950307141724
DB01527,Pose_4,0.819797337,4.08065939,3.3453137011260448
DB08104,Pose_3,0.58280921,5.73946619,3.3450137560156095
DB08541,Pose_1,0.705573082,4.74083996,3.3450090618459565
DB16863,Pose_1,0.759347141,4.40451574,3.3445564346584993
DB08713,Pose_1,0.614233434,5.44462729,3.3442721171868133
DB03797,Pose_1,0.684853792,4.88303137,3.344162550199455
DB18066,Pose_1,0.69982022,4.77852488,3.3441083327970738
DB00417,Pose_1,0.676190615,4.94548845,3.3440928764808966
DB03618,Pose_2,0.902420461,3.70499921,3.343467095092836
DB07178,Pose_3,0.656190157,5.09494257,3.3432511649142835
DB02466,Pose_1,0.631162047,5.29682398,3.343154265815487
DB03234,Pose_4,0.605241418,5.52286291,3.342665379068006
DB01780,Pose_1,0.530451417,6.3014884,3.3426334509890627
DB06527,Pose_2,0.863888204,3.86922956,3.34258177545211
DB14716,Pose_2,0.533030629,6.27066851,3.3424583801357928
DB13918,Pose_2,0.665754318,5.02043486,3.342376186282725
DB12482,Pose_1,0.582844019,5.73417234,3.3421280522842345
DB11504,Pose_1,0.719054639,4.64784718,3.342056076142068
DB02759,Pose_2,0.589538157,5.66874838,3.341943472441936
DB11974,Pose_1,0.553648591,6.03555346,3.3415756690341745
DB17102,Pose_1,0.564887583,5.91539335,3.341532251975773
DB06654,Pose_2,0.76776886,4.35222816,3.3415052528630977
DB16058,Pose_1,0.558385134,5.98419333,3.341484594453956
DB00302,Pose_4,0.789821506,4.23061752,3.341432700956385
DB11730,Pose_1,0.544917881,6.13186455,3.341362637165019
DB08803,Pose_1,0.809634686,4.1266675,3.341093145588905
DB07220,Pose_1,0.552861273,6.04307413,3.3409816563451673
DB09272,Pose_1,0.491550177,6.79642677,3.3407847817610383
DB12863,Pose_1,0.58483547,5.71215296,3.340669661073491
DB03007,Pose_1,0.644413114,5.18397951,3.3406243789512944
DB01854,Pose_2,0.828079045,4.03375959,3.3402717890467915
DB03955,Pose_4,0.843639433,3.95908618,3.340041220093336
DB05018,Pose_4,0.843639433,3.95908618,3.340041220093336
DB03206,Pose_4,0.843639433,3.95908618,3.340041220093336
DB18023,Pose_1,0.571499228,5.8441596,3.339932699708789
DB17306,Pose_1,0.618489683,5.39954615,3.3395635866573703
DB14003,Pose_1,0.520830452,6.41170073,3.33940898929463
DB14477,Pose_1,0.520830452,6.41170073,3.33940898929463
DB14002,Pose_1,0.520830452,6.41170073,3.33940898929463
DB12410,Pose_1,0.625504673,5.33760262,3.3386953814270433
DB01919,Pose_1,0.912781596,3.65765214,3.3386375579620156
DB15086,Pose_2,0.740240276,4.51008797,3.3385487636970796
DB08101,Pose_1,0.656251907,5.08634901,3.3379262374800622
DB19221,Pose_1,0.690930247,4.83035803,3.337440466766334
DB01418,Pose_2,0.609027207,5.47836304,3.336472141183229
DB13757,Pose_1,0.659637213,5.05794382,3.3364079649353737
DB07032,Pose_1,0.795533955,4.19387007,3.3363660435432267
DB13208,Pose_1,0.574951231,5.80268431,3.336260487138886
DB04879,Pose_2,0.566684484,5.88715219,3.3361578010196205
DB11470,Pose_1,0.507096171,6.57889509,3.3361325095497003
DB19359,Pose_6,0.780033886,4.27649164,3.335808392395713
DB03193,Pose_1,0.668232381,4.99170637,3.3356198328779674
DB19162,Pose_2,0.705651879,4.72688627,3.3355361782448014
DB15410,Pose_2,0.705651879,4.72688627,3.3355361782448014
DB01182,Pose_2,0.705651879,4.72688627,3.3355361782448014
DB04044,Pose_1,0.603978157,5.52238894,3.3354022942183836
DB00371,Pose_3,0.75355202,4.42578459,3.3350589178793717
DB00804,Pose_1,0.645110965,5.16950941,3.3349072040616803
DB02506,Pose_2,0.621924639,5.36185455,3.3346694553792573
DB01105,Pose_2,0.678840399,4.91220713,3.334604648099845
DB02897,Pose_1,0.847413123,3.93498826,3.334560690374936
DB07289,Pose_1,0.630370855,5.28952837,3.3343645211436566
DB07208,Pose_1,0.673540652,4.94999504,3.3340228866383663
DB04819,Pose_4,0.778903008,4.27990818,3.333633355365805
DB13716,Pose_1,0.773300946,4.31075573,3.3335114839839206
DB15976,Pose_1,0.642652571,5.18657637,3.333166638868347
DB07174,Pose_1,0.539946556,6.1730113,3.3330961915840827
DB08643,Pose_1,0.621358573,5.36407232,3.333012322223999
DB01061,Pose_1,0.573428869,5.81171179,3.332603318693666
DB08231,Pose_1,0.722144723,4.61475372,3.3325200468426197
DB01407,Pose_1,0.69822365,4.77197123,3.3319031699055897
DB04565,Pose_1,0.873106122,3.81608582,3.33184789151939
DB14876,Pose_1,0.486348093,6.85065269,3.33180187158682
DB18725,Pose_1,0.522798359,6.37275839,3.3316676285954827
DB14219,Pose_1,0.868954659,3.83406806,3.3316313036600915
DB17050,Pose_2,0.506928921,6.57119942,3.3311310316564255
DB01658,Pose_1,0.663519144,5.01941013,3.3304747128425287
DB01095,Pose_1,0.550108671,6.05326271,3.329952304611959
DB01195,Pose_2,0.64921236,5.12876463,3.329657389326827
DB07066,Pose_2,0.585007489,5.69157219,3.3296123553341306
DB03767,Pose_1,0.678138137,4.9090004,3.328980385788255
DB03077,Pose_3,0.785626531,4.23721695,3.3288700535229
DB11948,Pose_4,0.657702506,5.06106329,3.328674008857605
DB06347,Pose_1,0.515998602,6.45089483,3.328652713929028
DB06973,Pose_1,0.714594305,4.65778494,3.328426592038767
DB11844,Pose_1,0.617645025,5.38884878,3.3283956394443193
DB05460,Pose_1,0.653963864,5.08955002,3.328381797100477
DB00744,Pose_1,0.688790977,4.83158302,3.327950788802411
DB07445,Pose_1,0.617937505,5.38539553,3.3278378772463526
DB12902,Pose_1,0.855085135,3.89147115,3.3275391336463556
DB02757,Pose_1,0.930597067,3.57549953,3.3273493756778785
DB01856,Pose_1,0.833490551,3.99155807,3.3269259351127967
DB07112,Pose_1,0.669213057,4.97129583,3.326856079645652
