molecule_name,delta_g_inter,dg_inter_sum,dg_inter_max,hbond_percent,moderate_attr_percent,vdw_percent,clash_percent,hbond_strength,clash_strength,favorable_strength,n_interaction_points,n_ligand_atoms
DB01183_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.481177,1.938449,0.04242,6.363636,4.545455,86.363636,2.727273,0.194223,0.058017,1.124886,220,45
DB01184_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.926925,3.255839,0.052363,4.545455,2.406417,90.641711,2.406417,0.337657,0.135637,1.765916,374,54
DB01185_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.489548,2.079775,0.031745,3.829787,3.404255,92.765957,0.0,0.065638,0.0,1.288959,235,53
DB01186_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.732746,1.857084,0.018271,0.0,3.614458,95.983936,0.401606,0.0,0.007082,1.092369,249,48
DB01198_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.080756,3.865597,0.03127,2.752294,6.192661,89.220183,1.834862,0.088684,0.074213,2.261663,436,44
DB01205_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.109435,2.623142,0.0271,5.821918,9.589041,82.876712,1.712329,0.136233,0.03152,1.53105,292,36
DB01208_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.504714,2.987703,0.060378,4.573171,6.707317,86.585366,2.134146,0.188346,0.090214,1.806184,328,50
DB01224_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.157655,2.187148,0.02919,1.893939,3.787879,93.939394,0.378788,0.032605,0.006286,1.378396,264,52
DB01238_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.892791,4.388284,0.029384,3.238095,4.571429,91.047619,1.142857,0.118481,0.045592,2.505486,525,57
DB01247_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.001242,2.957949,0.053127,3.188406,5.797101,90.144928,0.869565,0.164608,0.01884,1.649972,345,30
DB01255_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.406892,2.793056,0.043274,6.097561,5.487805,87.195122,1.219512,0.216439,0.043402,1.807945,328,44
DB01261_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.05374,3.821789,0.040975,4.600484,10.653753,84.01937,0.726392,0.133527,0.035721,2.268634,413,43
DB01263_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.228518,3.290634,0.031299,2.162162,8.108108,86.756757,2.972973,0.057783,0.074415,1.935102,370,93
DB01265_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.815958,3.274357,0.082625,10.280374,4.672897,78.193146,6.853583,0.652919,0.257021,1.742182,321,31
DB01268_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.758384,3.224443,0.047608,3.403141,4.712042,90.837696,1.04712,0.205117,0.037245,1.716626,382,56
DB01301_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.309963,3.352467,0.071688,8.0,6.285714,83.714286,2.0,0.532251,0.124687,2.075164,350,71
DB01324_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.285589,3.420911,0.086835,9.649123,9.356725,78.654971,2.339181,0.515641,0.157993,1.83056,342,38
DB01365_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,1.982589,1.013094,0.01515,0.0,0.0,99.275362,0.724638,0.0,0.005626,0.642551,138,29
DB01380_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.519513,3.066437,0.078851,8.496732,7.51634,78.75817,5.228758,0.451697,0.193457,1.719985,306,59
DB01396_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.813208,3.103337,0.0226,2.432432,5.135135,92.162162,0.27027,0.054635,0.005467,1.894682,370,118
DB01399_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.211442,2.985485,0.027758,4.411765,6.764706,83.235294,5.588235,0.109366,0.17539,1.452743,340,29
DB01405_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.48941,2.742249,0.027082,0.887574,2.071006,96.153846,0.887574,0.016477,0.015152,1.516428,338,48
DB01406_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.427948,3.068928,0.061301,5.780347,4.046243,87.572254,2.601156,0.386926,0.114125,1.79684,346,52
DB01426_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.807271,2.423532,0.047722,6.296296,5.185185,86.296296,2.222222,0.236699,0.057972,1.527632,270,50
DB01430_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.354056,2.595428,0.022928,0.606061,3.333333,95.151515,0.909091,0.014792,0.028509,1.56458,330,64
DB01431_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.726785,2.166448,0.051618,4.897959,3.673469,90.204082,1.22449,0.199573,0.047893,1.316308,245,54
DB01450_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.04273,2.229526,0.059623,5.952381,6.349206,83.730159,3.968254,0.177157,0.091697,1.376199,252,65
DB01462_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.800831,2.644919,0.02865,1.592357,3.821656,94.267516,0.318471,0.030437,0.005134,1.66651,314,57
DB01479_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.637995,2.117925,0.064919,5.579399,4.291845,87.124464,3.004292,0.222687,0.097005,1.292742,233,56
DB01493_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.153742,2.645311,0.053531,5.901639,3.934426,85.901639,4.262295,0.248564,0.140708,1.56026,305,53
DB01500_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,1.832207,1.463596,0.029151,1.234568,6.17284,91.358025,1.234568,0.020048,0.01188,0.859783,162,47
DB01513_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.637995,2.117925,0.064919,5.579399,4.291845,87.124464,3.004292,0.222687,0.097005,1.292742,233,56
DB01523_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.600977,2.654096,0.027961,0.60423,2.719033,96.676737,0.0,0.014357,0.0,1.60099,331,50
DB01531_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.552808,1.997223,0.020558,0.77821,4.280156,94.941634,0.0,0.010778,0.0,1.12594,257,41
DB01533_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.283996,1.508248,0.025472,1.515152,1.515152,96.969697,0.0,0.0172,0.0,0.845344,198,40
DB01538_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.458762,1.720399,0.031477,2.843602,1.895735,95.260664,0.0,0.064209,0.0,0.976293,211,50
DB01544_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.334109,3.090218,0.058824,4.98615,6.371191,88.088643,0.554017,0.138123,0.010662,1.764041,361,35
DB01545_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.766517,2.233291,0.02885,3.703704,5.925926,89.259259,1.111111,0.064708,0.020396,1.309186,270,39
DB01551_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,1.860606,1.179121,0.017448,1.333333,2.666667,94.666667,1.333333,0.016006,0.010952,0.731435,150,45
DB01558_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.659601,2.034329,0.042453,4.330709,3.543307,92.125984,0.0,0.091778,0.0,1.130531,254,29
DB01567_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.43502,3.243356,0.038558,4.278075,3.475936,90.374332,1.871658,0.251485,0.069585,1.922656,374,33
DB01573_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.254097,2.776708,0.046829,4.43038,6.329114,87.341772,1.898734,0.171213,0.04241,1.611896,316,53
DB01588_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.429771,3.028207,0.037114,5.23416,6.060606,86.225895,2.479339,0.156373,0.099901,1.677701,363,40
DB01594_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.632528,2.337529,0.019118,0.0,3.546099,95.035461,1.41844,0.0,0.023888,1.353003,282,38
DB01604_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.221791,3.264781,0.063869,7.352941,6.470588,82.352941,3.823529,0.338989,0.129338,1.951645,340,61
DB01610_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.474865,3.026623,0.06089,9.265176,6.389776,81.15016,3.194888,0.433095,0.113403,1.721898,313,47
DB01611_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.826379,3.629017,0.079733,11.731844,4.189944,79.888268,4.189944,0.797384,0.192616,2.087462,358,49
DB01614_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.742984,2.286216,0.068713,6.666667,5.490196,86.666667,1.176471,0.342309,0.056604,1.344917,255,45
DB01615_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.270014,2.268387,0.024931,0.342466,2.739726,96.575342,0.342466,0.006014,0.011531,1.346811,292,45
DB01616_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.712381,1.906343,0.029673,1.298701,3.030303,94.805195,0.865801,0.018772,0.015792,1.177212,231,48
DB01623_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.283795,2.395071,0.054272,3.676471,7.720588,86.029412,2.573529,0.169096,0.069499,1.447611,272,59
DB01640_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.997337,4.748298,0.07788,7.572816,6.990291,81.747573,3.68932,0.587748,0.189832,2.827451,515,54
DB01687_pose5_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.933465,2.938668,0.063432,11.683849,8.247423,76.632302,3.436426,0.56975,0.19968,1.846232,291,45
DB01700_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.732637,3.953362,0.09625,14.730878,6.798867,69.971671,8.498584,1.107836,0.443673,2.191495,353,37
DB01706_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.525565,2.654624,0.088356,8.833922,2.120141,86.572438,2.473498,0.533729,0.108968,1.464922,283,13
DB01715_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.349856,1.828077,0.033626,4.368932,5.339806,89.320388,0.970874,0.124536,0.021125,1.012601,206,33
DB01731_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.152778,1.717578,0.0451,8.02139,6.417112,83.42246,2.139037,0.224397,0.072014,1.00932,187,40
DB01748_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.317764,5.366417,0.052324,11.222445,9.418838,72.745491,6.613226,0.67605,0.401887,2.840151,499,34
DB01758_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.082377,3.057788,0.053113,7.120743,8.668731,80.804954,3.405573,0.333888,0.105222,1.827736,323,24
DB01806_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.904883,4.033569,0.045668,3.744493,7.709251,87.444934,1.101322,0.154186,0.03726,2.378782,454,105
DB01807_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.753157,4.443548,0.053965,6.547619,6.746032,83.531746,3.174603,0.498554,0.162754,2.382282,504,49
DB01809_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.278013,2.6653,0.050962,10.616438,6.849315,78.767123,3.767123,0.393835,0.149462,1.599997,292,40
DB01838_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.118663,2.657198,0.077947,8.540925,4.982206,83.274021,3.202847,0.409668,0.14768,1.467671,281,32
DB01840_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.443011,3.858774,0.076283,13.279133,8.130081,73.712737,4.878049,0.689058,0.258812,2.366542,369,30
DB01850_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.774877,2.728059,0.036739,2.601156,2.023121,95.375723,0.0,0.074148,0.0,1.675093,346,53
DB01871_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.833844,4.164554,0.060714,4.268293,2.03252,92.276423,1.422764,0.388425,0.114228,2.458947,492,62
DB01873_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.78883,3.157662,0.054768,5.91716,3.846154,87.573964,2.662722,0.395832,0.136259,1.830445,338,75
DB01903_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.729647,3.078149,0.053783,9.615385,12.820513,75.0,2.564103,0.323772,0.081934,1.865704,312,33
DB01933_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.655605,3.908146,0.033213,2.895323,8.685969,87.750557,0.668151,0.130358,0.019527,2.031654,449,62
DB01938_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.771523,2.464335,0.066044,14.592275,6.008584,75.536481,3.862661,0.666112,0.110985,1.531537,233,37
DB01940_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.955438,2.916769,0.052047,4.790419,4.491018,89.221557,1.497006,0.201047,0.062956,1.685782,334,61
DB01950_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.035328,4.585978,0.086892,7.826087,7.391304,77.608696,7.173913,0.631084,0.398152,2.317163,460,33
DB01953_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,1.810379,1.46047,0.040102,3.351955,4.469274,92.178771,0.0,0.061902,0.0,0.823103,179,31
DB01958_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.999352,3.43421,0.033556,2.912621,3.883495,91.504854,1.699029,0.136798,0.079621,1.906843,412,43
DB01959_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.217746,2.937554,0.030752,1.734104,5.202312,91.907514,1.156069,0.040862,0.024418,1.611704,346,36
DB01960_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.574713,3.167476,0.062272,7.788162,4.361371,83.17757,4.672897,0.5176,0.153333,1.735007,321,48
DB01978_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.70096,2.66725,0.080875,11.363636,6.818182,77.651515,4.166667,0.453001,0.178736,1.542613,264,28
DB01988_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.661508,1.459846,0.031234,1.075269,1.075269,97.849462,0.0,0.013035,0.0,0.85252,186,62
DB02008_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.312224,3.332414,0.029201,4.221636,7.915567,87.335092,0.527704,0.15595,0.012305,1.827945,379,60
DB02010_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.464445,4.100548,0.062376,5.793991,5.793991,84.763948,3.648069,0.36447,0.178574,2.053637,466,59
DB02029_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.05259,2.475724,0.05204,7.801418,6.028369,85.106383,1.06383,0.305198,0.051717,1.698645,282,34
DB02033_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.185392,3.439391,0.079974,5.585106,3.723404,87.5,3.191489,0.392677,0.190494,1.972696,376,63
DB02037_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.439049,2.817009,0.048369,18.677043,7.782101,64.59144,8.949416,0.88932,0.313157,1.64743,257,16
DB02038_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.131406,3.15692,0.065345,9.846154,7.692308,75.692308,6.769231,0.562775,0.277282,1.752974,325,38
DB02043_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.487347,2.378382,0.032452,2.061856,4.467354,91.752577,1.718213,0.038634,0.031735,1.35216,291,124
DB02063_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.320834,4.106917,0.076916,7.289294,5.46697,84.05467,3.189066,0.604508,0.156594,2.296838,439,43
DB02091_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.6907,2.456358,0.048071,11.857708,5.928854,79.44664,2.766798,0.465104,0.103772,1.495433,253,24
DB02106_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.179744,3.906097,0.052121,9.0,5.5,81.25,4.25,0.647226,0.230595,2.101144,400,54
DB02120_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.526096,2.74897,0.058801,12.878788,7.954545,73.106061,6.060606,0.559503,0.244922,1.613815,264,25
DB02139_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.567154,3.665517,0.050864,3.563474,2.672606,90.868597,2.895323,0.259944,0.144692,1.994557,449,51
DB02152_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.685906,3.433151,0.064282,6.117021,6.117021,84.308511,3.457447,0.432328,0.191909,1.962729,376,54
DB02195_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.722585,2.137781,0.060705,6.666667,4.166667,84.166667,5.0,0.317361,0.17279,1.134297,240,35
DB02196_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.811477,4.736162,0.141833,11.600928,7.424594,72.853828,8.12065,0.924333,0.646895,2.830984,431,66
DB02197_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.482182,3.647161,0.055018,8.918919,6.756757,78.108108,6.216216,0.513688,0.301428,1.882044,370,40
DB02209_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.632667,3.783512,0.060197,15.549598,5.630027,74.798928,4.021448,0.961901,0.216594,2.223952,373,28
DB02214_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.590187,3.777164,0.088766,12.228261,4.347826,80.434783,2.98913,0.869777,0.217449,2.127693,368,37
DB02236_pose5_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.041084,3.226613,0.059481,12.258065,9.032258,74.193548,4.516129,0.646406,0.192134,1.895947,310,33
DB02240_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.579881,3.952314,0.030274,1.295896,3.887689,93.736501,1.079914,0.053249,0.030813,2.057359,463,58
DB02243_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.974313,2.677936,0.073241,7.612457,2.076125,84.775087,5.536332,0.446191,0.295736,1.656022,289,83
DB02277_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.607407,3.354643,0.051934,5.540897,5.540897,86.015831,2.902375,0.325897,0.150789,1.827623,379,40
DB02278_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.986968,3.359766,0.083792,12.804878,3.658537,76.52439,7.012195,0.793364,0.362,1.821901,328,26
DB02309_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.102871,3.264663,0.077802,15.570934,9.688581,68.512111,6.228374,0.782957,0.293934,1.82656,289,39
DB02323_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.722266,3.097059,0.063184,5.91716,6.508876,86.686391,0.887574,0.255188,0.01847,1.801475,338,100
DB02324_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.837591,5.897484,0.077112,12.18638,5.197133,75.985663,6.630824,1.430088,0.518793,3.249989,558,33
DB02354_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.345453,4.810217,0.052375,6.481481,5.925926,85.555556,2.037037,0.404284,0.110352,2.548147,540,57
DB02372_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.569966,2.411201,0.053593,10.116732,5.836576,80.155642,3.891051,0.407989,0.128531,1.396901,257,18
DB02388_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.505967,3.919166,0.041063,7.657658,6.981982,83.108108,2.252252,0.393737,0.114946,2.187797,444,69
DB02400_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,5.021289,5.037894,0.029577,2.763385,4.490501,91.709845,1.036269,0.134882,0.045458,2.811402,579,42
DB02414_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.536645,2.111004,0.041193,3.389831,9.322034,86.440678,0.847458,0.07792,0.016296,1.196104,236,31
DB02416_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.934152,3.45534,0.136918,22.181818,8.727273,59.272727,9.818182,1.256078,0.524724,2.132401,275,34
DB02441_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.182734,6.88962,0.235097,29.09699,4.013378,32.107023,34.782609,3.474958,2.393405,4.004518,299,25
DB02445_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.984709,4.596911,0.058867,16.067146,10.311751,69.784173,3.83693,1.018137,0.237397,2.860959,417,32
DB02479_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.116973,3.583306,0.080658,9.16442,8.625337,80.32345,1.886792,0.623551,0.108039,2.278349,371,47
DB02495_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.661379,3.309906,0.072312,10.982659,5.202312,78.901734,4.913295,0.698321,0.239071,1.758398,346,39
DB02502_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.628809,5.54983,0.052314,10.544815,4.042179,82.073814,3.339192,0.998744,0.320916,2.976322,569,33
DB02559_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.149735,2.729507,0.046665,8.609272,4.966887,81.456954,4.966887,0.434776,0.176126,1.596582,302,55
DB02568_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.278787,1.759943,0.051438,10.795455,7.386364,81.25,0.568182,0.353671,0.014146,1.131863,176,29
DB02599_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.895425,2.349301,0.047538,6.690141,2.112676,88.380282,2.816901,0.297814,0.126878,1.25539,284,34
DB02603_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.683593,2.321159,0.050621,7.604563,2.281369,85.551331,4.562738,0.298822,0.18425,1.284493,263,36
DB02617_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.450092,4.113538,0.053054,4.978355,4.329004,88.095238,2.597403,0.374746,0.228334,2.349697,462,44
DB02647_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.753892,2.759637,0.068431,10.357143,6.785714,79.285714,3.571429,0.51305,0.220289,1.487482,280,30
DB02650_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.250958,2.602988,0.047927,6.20438,8.029197,80.291971,5.474453,0.1287,0.11799,1.469094,274,7
DB02651_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.63205,3.080152,0.070109,12.101911,3.184713,77.070064,7.643312,0.736159,0.389894,1.960592,314,69
DB02659_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.050455,2.672733,0.079024,7.317073,8.013937,82.578397,2.090592,0.426873,0.088282,1.690667,287,69
DB02673_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.949543,2.900923,0.033251,1.988636,2.556818,92.897727,2.556818,0.067757,0.086488,1.532182,352,77
DB02675_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.764607,3.737058,0.084038,11.549296,7.323944,77.183099,3.943662,0.785247,0.252508,2.316177,355,63
DB02691_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.01467,3.096917,0.043939,3.601108,4.709141,90.304709,1.385042,0.162343,0.035148,1.867944,361,76
DB02733_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.531186,3.102572,0.056251,5.637982,5.637982,86.94362,1.780415,0.337935,0.045539,1.769992,337,55
DB02742_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.811216,3.188339,0.069921,11.513158,8.881579,76.315789,3.289474,0.673731,0.122139,1.859828,304,28
DB02754_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.450388,2.879274,0.058996,5.988024,4.491018,87.125749,2.39521,0.310612,0.109355,1.617783,334,52
DB02785_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,6.020414,4.508288,0.063099,8.958333,3.75,83.333333,3.958333,0.821141,0.263426,2.532728,480,106
DB02796_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.520762,3.728974,0.076754,11.171662,6.26703,77.929155,4.632153,0.795949,0.267454,2.264859,367,32
DB02809_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.970802,2.780224,0.041576,3.880597,4.179104,90.149254,1.791045,0.196275,0.067994,1.662327,335,58
DB02882_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.427739,2.714298,0.032339,2.492212,7.476636,88.785047,1.246106,0.058428,0.028276,1.556909,321,48
DB02885_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.648024,2.546088,0.057213,6.968641,3.832753,87.804878,1.393728,0.382664,0.056428,1.490388,287,18
DB02893_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.369705,2.445248,0.030185,2.545455,7.636364,87.636364,2.181818,0.052679,0.045873,1.467628,275,20
DB02907_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.026993,1.922984,0.043707,4.225352,7.042254,87.793427,0.938967,0.11881,0.012081,1.092461,213,14
DB02915_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.744167,2.041083,0.021866,0.0,2.390438,96.812749,0.796813,0.0,0.010437,0.990392,251,37
DB02947_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.022043,3.00299,0.068197,10.0,7.419355,80.967742,1.612903,0.494696,0.048234,1.81565,310,31
DB02950_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.844119,2.853177,0.11087,18.918919,7.722008,64.092664,9.266409,0.932838,0.373926,1.725161,259,29
DB02963_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.849653,3.582876,0.088522,6.896552,4.926108,86.699507,1.477833,0.389136,0.098957,2.101509,406,32
DB02984_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.11588,3.628072,0.035791,5.0,4.52381,87.619048,2.857143,0.298301,0.126384,2.049641,420,40
DB02985_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.334992,3.025225,0.071385,24.691358,7.81893,60.90535,6.584362,1.220972,0.365065,1.912906,243,16
DB02988_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.461376,2.23195,0.049554,4.724409,5.511811,89.370079,0.393701,0.125045,0.005305,1.281075,254,25
DB02989_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.216954,2.753927,0.040192,6.148867,4.20712,87.378641,2.265372,0.186083,0.080091,1.549838,309,44
DB02993_pose4_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.093422,1.870133,0.02287,0.421941,2.953586,95.780591,0.843882,0.005287,0.011879,0.954632,237,18
DB02998_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.940117,2.823356,0.068912,5.806452,3.225806,89.677419,1.290323,0.299252,0.067053,1.736483,310,45
